"","Sample.name","title","source.name","organism","characteristics..age","characteristics..developmental.stage","characteristics..sex","molecule","description","processed.data.file","raw.file","BioSample","Instrument.Model","Sample.name.new"
"F12_384Bulk_Plate2_S132","F12_384Bulk_Plate2_S132","Tabula Muris Senis (bulk RNA seq)","Kidney_40","Mus musculus C57/BL6","12","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126696","SAMN11854873","Illumina NovaSeq 6000","Kidney_40-f-12"
"F12_384Bulk_Plate3_S132","F12_384Bulk_Plate3_S132","Tabula Muris Senis (bulk RNA seq)","Kidney_43","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126706","SAMN11854874","Illumina NovaSeq 6000","Kidney_43-f-18"
"F13_384Bulk_Plate1_S133","F13_384Bulk_Plate1_S133","Tabula Muris Senis (bulk RNA seq)","Kidney_21","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126705","SAMN11854875","Illumina NovaSeq 6000","Kidney_21-m-15"
"F13_384Bulk_Plate2_S133","F13_384Bulk_Plate2_S133","Tabula Muris Senis (bulk RNA seq)","SCAT_23","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127443","SAMN11854876","Illumina NovaSeq 6000","SCAT_23-f-15"
"F13_384Bulk_Plate3_S133","F13_384Bulk_Plate3_S133","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_9","Mus musculus C57/BL6","12","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126732","SAMN11854877","Illumina NovaSeq 6000","Small_Intestine_9-f-12"
"F14_384Bulk_Plate1_S134","F14_384Bulk_Plate1_S134","Tabula Muris Senis (bulk RNA seq)","Marrow_40","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127445","SAMN11854878","Illumina NovaSeq 6000","Marrow_40-m-21"
"F14_384Bulk_Plate2_S134","F14_384Bulk_Plate2_S134","Tabula Muris Senis (bulk RNA seq)","BAT_18","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127446","SAMN11854879","Illumina NovaSeq 6000","BAT_18-m-9"
"F14_384Bulk_Plate3_S134","F14_384Bulk_Plate3_S134","Tabula Muris Senis (bulk RNA seq)","NA4","Mus musculus C57/BL6","NA4","months postnatal","missing","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126736","SAMN11854880","Illumina NovaSeq 6000","NA4-missing-NA4"
"F15_384Bulk_Plate1_S135","F15_384Bulk_Plate1_S135","Tabula Muris Senis (bulk RNA seq)","Marrow_47","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127448","SAMN11854881","Illumina NovaSeq 6000","Marrow_47-f-1"
"F15_384Bulk_Plate2_S135","F15_384Bulk_Plate2_S135","Tabula Muris Senis (bulk RNA seq)","BAT_21","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127449","SAMN11854882","Illumina NovaSeq 6000","BAT_21-m-24"
"F16_384Bulk_Plate1_S136","F16_384Bulk_Plate1_S136","Tabula Muris Senis (bulk RNA seq)","SCAT_45","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126759","SAMN11854883","Illumina NovaSeq 6000","SCAT_45-m-21"
"F16_384Bulk_Plate2_S136","F16_384Bulk_Plate2_S136","Tabula Muris Senis (bulk RNA seq)","WBC_25","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127310","SAMN11854884","Illumina NovaSeq 6000","WBC_25-m-15"
"F17_384Bulk_Plate1_S137","F17_384Bulk_Plate1_S137","Tabula Muris Senis (bulk RNA seq)","Liver_28","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127436","SAMN11854885","Illumina NovaSeq 6000","Liver_28-m-3"
"F17_384Bulk_Plate2_S137","F17_384Bulk_Plate2_S137","Tabula Muris Senis (bulk RNA seq)","BAT_35","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127336","SAMN11854886","Illumina NovaSeq 6000","BAT_35-m-18"
"F18_384Bulk_Plate1_S138","F18_384Bulk_Plate1_S138","Tabula Muris Senis (bulk RNA seq)","MAT_49","Mus musculus C57/BL6","12","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127335","SAMN11854887","Illumina NovaSeq 6000","MAT_49-f-12"
"F18_384Bulk_Plate2_S138","F18_384Bulk_Plate2_S138","Tabula Muris Senis (bulk RNA seq)","SCAT_19","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127338","SAMN11854888","Illumina NovaSeq 6000","SCAT_19-m-24"
"F19_384Bulk_Plate1_S139","F19_384Bulk_Plate1_S139","Tabula Muris Senis (bulk RNA seq)","Skin_55","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127337","SAMN11854889","Illumina NovaSeq 6000","Skin_55-f-1"
"F19_384Bulk_Plate2_S139","F19_384Bulk_Plate2_S139","Tabula Muris Senis (bulk RNA seq)","Liver_43","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127340","SAMN11854890","Illumina NovaSeq 6000","Liver_43-m-12"
"F2_384Bulk_Plate1_S122","F2_384Bulk_Plate1_S122","Tabula Muris Senis (bulk RNA seq)","Marrow_9","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127339","SAMN11854891","Illumina NovaSeq 6000","Marrow_9-m-15"
"F2_384Bulk_Plate2_S122","F2_384Bulk_Plate2_S122","Tabula Muris Senis (bulk RNA seq)","Kidney_18","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127342","SAMN11854892","Illumina NovaSeq 6000","Kidney_18-m-9"
"F2_384Bulk_Plate3_S122","F2_384Bulk_Plate3_S122","Tabula Muris Senis (bulk RNA seq)","SCAT_4","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127341","SAMN11854893","Illumina NovaSeq 6000","SCAT_4-m-12"
"F20_384Bulk_Plate1_S140","F20_384Bulk_Plate1_S140","Tabula Muris Senis (bulk RNA seq)","Marrow_30","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127344","SAMN11854894","Illumina NovaSeq 6000","Marrow_30-f-9"
"F20_384Bulk_Plate2_S140","F20_384Bulk_Plate2_S140","Tabula Muris Senis (bulk RNA seq)","Skin_31","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127343","SAMN11854895","Illumina NovaSeq 6000","Skin_31-m-12"
"F21_384Bulk_Plate1_S141","F21_384Bulk_Plate1_S141","Tabula Muris Senis (bulk RNA seq)","Bone_46","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127157","SAMN11854896","Illumina NovaSeq 6000","Bone_46-m-1"
"F21_384Bulk_Plate2_S141","F21_384Bulk_Plate2_S141","Tabula Muris Senis (bulk RNA seq)","Spleen_37","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127158","SAMN11854897","Illumina NovaSeq 6000","Spleen_37-f-1"
"F22_384Bulk_Plate1_S142","F22_384Bulk_Plate1_S142","Tabula Muris Senis (bulk RNA seq)","Skin_37","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127155","SAMN11854898","Illumina NovaSeq 6000","Skin_37-m-1"
"F22_384Bulk_Plate2_S142","F22_384Bulk_Plate2_S142","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_1","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127156","SAMN11854899","Illumina NovaSeq 6000","Small_Intestine_1-m-18"
"F23_384Bulk_Plate1_S143","F23_384Bulk_Plate1_S143","Tabula Muris Senis (bulk RNA seq)","Skin_35","Mus musculus C57/BL6","3","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127161","SAMN11854900","Illumina NovaSeq 6000","Skin_35-f-3"
"F23_384Bulk_Plate2_S143","F23_384Bulk_Plate2_S143","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_38","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127162","SAMN11854901","Illumina NovaSeq 6000","Small_Intestine_38-m-9"
"F3_384Bulk_Plate1_S123","F3_384Bulk_Plate1_S123","Tabula Muris Senis (bulk RNA seq)","Liver_44","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127159","SAMN11854902","Illumina NovaSeq 6000","Liver_44-m-18"
"F3_384Bulk_Plate3_S123","F3_384Bulk_Plate3_S123","Tabula Muris Senis (bulk RNA seq)","SCAT_6","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127160","SAMN11854903","Illumina NovaSeq 6000","SCAT_6-f-9"
"F4_384Bulk_Plate1_S124","F4_384Bulk_Plate1_S124","Tabula Muris Senis (bulk RNA seq)","Lung_23","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127163","SAMN11854904","Illumina NovaSeq 6000","Lung_23-m-3"
"F4_384Bulk_Plate2_S124","F4_384Bulk_Plate2_S124","Tabula Muris Senis (bulk RNA seq)","Lung_14","Mus musculus C57/BL6","21","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127164","SAMN11854905","Illumina NovaSeq 6000","Lung_14-f-21"
"F4_384Bulk_Plate3_S124","F4_384Bulk_Plate3_S124","Tabula Muris Senis (bulk RNA seq)","Brain_1","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127364","SAMN11854906","Illumina NovaSeq 6000","Brain_1-m-21"
"F5_384Bulk_Plate1_S125","F5_384Bulk_Plate1_S125","Tabula Muris Senis (bulk RNA seq)","Spleen_39","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127363","SAMN11854907","Illumina NovaSeq 6000","Spleen_39-m-9"
"F5_384Bulk_Plate2_S125","F5_384Bulk_Plate2_S125","Tabula Muris Senis (bulk RNA seq)","GAT_36","Mus musculus C57/BL6","3","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127362","SAMN11854908","Illumina NovaSeq 6000","GAT_36-f-3"
"F5_384Bulk_Plate3_S125","F5_384Bulk_Plate3_S125","Tabula Muris Senis (bulk RNA seq)","Heart_32","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127361","SAMN11854909","Illumina NovaSeq 6000","Heart_32-f-15"
"F6_384Bulk_Plate1_S126","F6_384Bulk_Plate1_S126","Tabula Muris Senis (bulk RNA seq)","Marrow_46","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127368","SAMN11854910","Illumina NovaSeq 6000","Marrow_46-f-6"
"F6_384Bulk_Plate2_S126","F6_384Bulk_Plate2_S126","Tabula Muris Senis (bulk RNA seq)","BAT_17","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127367","SAMN11854911","Illumina NovaSeq 6000","BAT_17-m-18"
"F6_384Bulk_Plate3_S126","F6_384Bulk_Plate3_S126","Tabula Muris Senis (bulk RNA seq)","Pancreas_56","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127366","SAMN11854912","Illumina NovaSeq 6000","Pancreas_56-m-18"
"F7_384Bulk_Plate1_S127","F7_384Bulk_Plate1_S127","Tabula Muris Senis (bulk RNA seq)","Spleen_52","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127365","SAMN11854913","Illumina NovaSeq 6000","Spleen_52-m-27"
"F7_384Bulk_Plate2_S127","F7_384Bulk_Plate2_S127","Tabula Muris Senis (bulk RNA seq)","BAT_28","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127370","SAMN11854914","Illumina NovaSeq 6000","BAT_28-m-3"
"F7_384Bulk_Plate3_S127","F7_384Bulk_Plate3_S127","Tabula Muris Senis (bulk RNA seq)","Bone_32","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127369","SAMN11854915","Illumina NovaSeq 6000","Bone_32-m-1"
"F8_384Bulk_Plate1_S128","F8_384Bulk_Plate1_S128","Tabula Muris Senis (bulk RNA seq)","BAT_44","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127188","SAMN11854916","Illumina NovaSeq 6000","BAT_44-m-9"
"F8_384Bulk_Plate2_S128","F8_384Bulk_Plate2_S128","Tabula Muris Senis (bulk RNA seq)","Pancreas_31","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127189","SAMN11854917","Illumina NovaSeq 6000","Pancreas_31-m-18"
"F8_384Bulk_Plate3_S128","F8_384Bulk_Plate3_S128","Tabula Muris Senis (bulk RNA seq)","Pancreas_44","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127190","SAMN11854918","Illumina NovaSeq 6000","Pancreas_44-m-24"
"F9_384Bulk_Plate1_S129","F9_384Bulk_Plate1_S129","Tabula Muris Senis (bulk RNA seq)","Marrow_34","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127191","SAMN11854919","Illumina NovaSeq 6000","Marrow_34-f-18"
"F9_384Bulk_Plate2_S129","F9_384Bulk_Plate2_S129","Tabula Muris Senis (bulk RNA seq)","Lung_30","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127184","SAMN11854920","Illumina NovaSeq 6000","Lung_30-f-15"
"F9_384Bulk_Plate3_S129","F9_384Bulk_Plate3_S129","Tabula Muris Senis (bulk RNA seq)","BAT_56","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127185","SAMN11854921","Illumina NovaSeq 6000","BAT_56-m-21"
"G1_384Bulk_Plate1_S145","G1_384Bulk_Plate1_S145","Tabula Muris Senis (bulk RNA seq)","Heart_30","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127186","SAMN11854922","Illumina NovaSeq 6000","Heart_30-m-21"
"G1_384Bulk_Plate2_S145","G1_384Bulk_Plate2_S145","Tabula Muris Senis (bulk RNA seq)","SCAT_13","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127187","SAMN11854923","Illumina NovaSeq 6000","SCAT_13-f-18"
"G1_384Bulk_Plate3_S145","G1_384Bulk_Plate3_S145","Tabula Muris Senis (bulk RNA seq)","Kidney_24","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127193","SAMN11854924","Illumina NovaSeq 6000","Kidney_24-m-12"
"G10_384Bulk_Plate1_S154","G10_384Bulk_Plate1_S154","Tabula Muris Senis (bulk RNA seq)","Pancreas_26","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127194","SAMN11854925","Illumina NovaSeq 6000","Pancreas_26-m-21"
"G10_384Bulk_Plate2_S154","G10_384Bulk_Plate2_S154","Tabula Muris Senis (bulk RNA seq)","GAT_38","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126750","SAMN11854926","Illumina NovaSeq 6000","GAT_38-m-21"
"G10_384Bulk_Plate3_S154","G10_384Bulk_Plate3_S154","Tabula Muris Senis (bulk RNA seq)","Marrow_11","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126749","SAMN11854927","Illumina NovaSeq 6000","Marrow_11-m-3"
"G11_384Bulk_Plate1_S155","G11_384Bulk_Plate1_S155","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_50","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126752","SAMN11854928","Illumina NovaSeq 6000","Small_Intestine_50-f-6"
"G11_384Bulk_Plate2_S155","G11_384Bulk_Plate2_S155","Tabula Muris Senis (bulk RNA seq)","Lung_33","Mus musculus C57/BL6","3","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126751","SAMN11854929","Illumina NovaSeq 6000","Lung_33-f-3"
"G11_384Bulk_Plate3_S155","G11_384Bulk_Plate3_S155","Tabula Muris Senis (bulk RNA seq)","Spleen_22","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126746","SAMN11854930","Illumina NovaSeq 6000","Spleen_22-m-9"
"G12_384Bulk_Plate1_S156","G12_384Bulk_Plate1_S156","Tabula Muris Senis (bulk RNA seq)","Lung_4","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126745","SAMN11854931","Illumina NovaSeq 6000","Lung_4-m-24"
"G12_384Bulk_Plate2_S156","G12_384Bulk_Plate2_S156","Tabula Muris Senis (bulk RNA seq)","MAT_28","Mus musculus C57/BL6","12","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126748","SAMN11854932","Illumina NovaSeq 6000","MAT_28-f-12"
"G12_384Bulk_Plate3_S156","G12_384Bulk_Plate3_S156","Tabula Muris Senis (bulk RNA seq)","WBC_8","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126747","SAMN11854933","Illumina NovaSeq 6000","WBC_8-m-1"
"G13_384Bulk_Plate1_S157","G13_384Bulk_Plate1_S157","Tabula Muris Senis (bulk RNA seq)","BAT_42","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127065","SAMN11854934","Illumina NovaSeq 6000","BAT_42-m-9"
"G13_384Bulk_Plate2_S157","G13_384Bulk_Plate2_S157","Tabula Muris Senis (bulk RNA seq)","Lung_25","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126741","SAMN11854935","Illumina NovaSeq 6000","Lung_25-m-21"
"G13_384Bulk_Plate3_S157","G13_384Bulk_Plate3_S157","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_39","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126982","SAMN11854936","Illumina NovaSeq 6000","Small_Intestine_39-m-1"
"G14_384Bulk_Plate1_S158","G14_384Bulk_Plate1_S158","Tabula Muris Senis (bulk RNA seq)","BAT_55","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126983","SAMN11854937","Illumina NovaSeq 6000","BAT_55-m-1"
"G14_384Bulk_Plate2_S158","G14_384Bulk_Plate2_S158","Tabula Muris Senis (bulk RNA seq)","Liver_33","Mus musculus C57/BL6","15","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126980","SAMN11854938","Illumina NovaSeq 6000","Liver_33-f-15"
"G14_384Bulk_Plate3_S158","G14_384Bulk_Plate3_S158","Tabula Muris Senis (bulk RNA seq)","NA5","Mus musculus C57/BL6","NA5","months postnatal","missing","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126981","SAMN11854939","Illumina NovaSeq 6000","NA5-missing-NA5"
"G15_384Bulk_Plate1_S159","G15_384Bulk_Plate1_S159","Tabula Muris Senis (bulk RNA seq)","Spleen_40","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126978","SAMN11854940","Illumina NovaSeq 6000","Spleen_40-m-24"
"G15_384Bulk_Plate2_S159","G15_384Bulk_Plate2_S159","Tabula Muris Senis (bulk RNA seq)","SCAT_40","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126979","SAMN11854941","Illumina NovaSeq 6000","SCAT_40-m-9"
"G16_384Bulk_Plate1_S160","G16_384Bulk_Plate1_S160","Tabula Muris Senis (bulk RNA seq)","Brain_53","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126976","SAMN11854942","Illumina NovaSeq 6000","Brain_53-m-9"
"G16_384Bulk_Plate2_S160","G16_384Bulk_Plate2_S160","Tabula Muris Senis (bulk RNA seq)","Heart_36","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126977","SAMN11854943","Illumina NovaSeq 6000","Heart_36-m-12"
"G17_384Bulk_Plate1_S161","G17_384Bulk_Plate1_S161","Tabula Muris Senis (bulk RNA seq)","WBC_37","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126974","SAMN11854944","Illumina NovaSeq 6000","WBC_37-m-1"
"G17_384Bulk_Plate2_S161","G17_384Bulk_Plate2_S161","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_10","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126975","SAMN11854945","Illumina NovaSeq 6000","Limb_Muscle_10-m-18"
"G18_384Bulk_Plate1_S162","G18_384Bulk_Plate1_S162","Tabula Muris Senis (bulk RNA seq)","WBC_24","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127428","SAMN11854946","Illumina NovaSeq 6000","WBC_24-m-3"
"G18_384Bulk_Plate2_S162","G18_384Bulk_Plate2_S162","Tabula Muris Senis (bulk RNA seq)","Marrow_51","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127427","SAMN11854947","Illumina NovaSeq 6000","Marrow_51-m-9"
